dat,lat,lon,crs,spd,alt,d_dat,d_alt,roc
2018-07-09 11:04:00+00:00,29.780170000000002,-95.4205,161.0,2.0,38.0,40.0,0.0,0.0
2018-07-09 11:05:00+00:00,29.780170000000002,-95.4205,161.0,2.0,38.0,40.0,0.0,0.0
2018-07-09 11:06:00+00:00,29.78033,-95.4205,160.0,0.0,38.0,30.0,0.0,0.0
2018-07-09 11:07:00+00:00,29.78033,-95.4205,160.0,0.0,38.0,40.0,0.0,0.0
2018-07-09 11:08:00+00:00,29.78033,-95.4205,173.5,0.0,38.0,30.0,0.0,0.0
2018-07-09 11:09:00+00:00,29.7805,-95.4205,237.0,0.0,38.0,26.666666666666668,0.0,0.0
2018-07-09 11:10:00+00:00,29.78067,-95.4205,353.0,0.0,39.0,30.0,1.0,0.05
2018-07-09 11:11:00+00:00,29.78067,-95.42033,79.0,2.0,38.0,30.0,-1.0,-0.05
2018-07-09 11:12:00+00:00,29.78067,-95.42033,79.0,2.0,38.0,40.0,0.0,0.0
2018-07-09 11:13:00+00:00,29.78067,-95.42033,79.0,2.0,38.0,40.0,0.0,0.0
2018-07-09 11:14:00+00:00,29.78067,-95.42033,79.0,2.0,38.0,40.0,0.0,0.0
2018-07-09 11:15:00+00:00,29.780333333333335,-95.42038666666667,60.333333333333336,2.3333333333333335,37.333333333333336,26.666666666666668,0.0,0.0
2018-07-09 11:16:00+00:00,29.7805,-95.42033,70.0,0.0,,30.0,,
2018-07-09 11:17:00+00:00,29.7805,-95.42033,70.0,0.0,,40.0,,
2018-07-09 11:18:00+00:00,29.7805,-95.42033,70.0,0.0,,40.0,,
2018-07-09 11:19:00+00:00,29.78067,-95.4205,0.0,0.0,39.0,40.0,,
2018-07-09 11:20:00+00:00,29.78067,-95.4205,49.666666666666664,0.3333333333333333,38.333333333333336,26.666666666666668,-0.3333333333333333,-0.016666666666666666
2018-07-09 11:21:00+00:00,29.780585000000002,-95.419585,128.5,8.5,40.0,30.0,2.0,0.05
2018-07-09 11:22:00+00:00,29.77892,-95.41816999999999,179.5,15.0,41.5,20.0,-0.5,-0.025
2018-07-09 11:23:00+00:00,29.77733333333333,-95.41644666666666,119.33333333333333,22.0,29.333333333333332,26.666666666666668,-0.6666666666666666,-0.03333333333333329
2018-07-09 11:24:00+00:00,29.776723333333337,-95.40444333333335,94.66666666666667,43.0,15.666666666666666,20.0,-2.0,-0.10000000000000002
2018-07-09 11:25:00+00:00,29.775113333333334,-95.39867,148.66666666666666,7.666666666666667,25.666666666666668,20.0,-0.3333333333333333,-0.016666666666666653
2018-07-09 11:26:00+00:00,29.771110000000004,-95.39850333333334,175.66666666666666,24.666666666666668,36.666666666666664,20.0,1.0,0.04999999999999999
2018-07-09 11:27:00+00:00,29.764056666666665,-95.39877666666666,164.33333333333334,30.333333333333332,18.0,20.0,-6.666666666666667,-0.3333333333333333
2018-07-09 11:28:00+00:00,29.762776666666667,-95.39011333333333,101.66666666666667,40.333333333333336,16.5,20.0,1.5,0.075
2018-07-09 11:29:00+00:00,29.763223333333332,-95.37744333333335,80.66666666666667,38.333333333333336,22.333333333333332,20.0,8.0,0.4
2018-07-09 11:30:00+00:00,29.759386666666668,-95.37416666666667,194.33333333333334,35.0,30.666666666666668,20.0,-0.3333333333333333,-0.016666666666666663
2018-07-09 11:31:00+00:00,29.75339,-95.37372333333333,174.0,9.0,33.0,20.0,1.6666666666666667,0.08333333333333333
2018-07-09 11:32:00+00:00,29.754109999999997,-95.37122333333333,245.66666666666666,4.0,31.333333333333332,20.0,-0.6666666666666666,-0.03333333333333333
2018-07-09 11:33:00+00:00,29.755556666666667,-95.37116666666667,0.0,0.0,33.0,20.0,1.0,0.049999999999999996
2018-07-09 11:34:00+00:00,29.756085,-95.37116499999999,0.0,0.0,37.5,30.0,1.5,0.05
2018-07-09 11:35:00+00:00,29.75561,-95.37127666666667,9.333333333333334,0.0,34.666666666666664,20.0,-1.3333333333333333,-0.06666666666666668
2018-07-09 11:36:00+00:00,29.754553333333334,-95.37116999999999,0.0,0.0,36.333333333333336,20.0,1.0,0.05000000000000001
2018-07-09 11:37:00+00:00,29.754280000000005,-95.37122333333332,0.0,0.0,38.666666666666664,20.333333333333332,2.0,0.10079365079365078
2018-07-09 11:38:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,39.0,0.0,0.0
2018-07-09 11:39:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:40:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:41:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:42:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:43:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:44:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:45:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:46:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:47:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:48:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:49:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:50:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:51:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:52:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:53:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:54:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:55:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:56:00+00:00,29.7545,-95.37133,0.0,0.0,43.0,40.0,0.0,0.0
2018-07-09 11:57:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 11:58:00+00:00,29.754499999999997,-95.37122333333333,0.0,0.0,,20.666666666666668,,
2018-07-09 11:59:00+00:00,29.7545,-95.37133,0.0,0.0,,38.0,,
2018-07-09 12:00:00+00:00,29.7545,-95.37133,0.0,0.0,,41.0,,
2018-07-09 12:01:00+00:00,29.7545,-95.37133,0.0,0.0,,38.0,,
2018-07-09 12:02:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:03:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:04:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:05:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:06:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:07:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:08:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:09:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:10:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:11:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:12:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:13:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:14:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:15:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:16:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:17:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:18:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:19:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:20:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:21:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:22:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:23:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:24:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:25:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:26:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:27:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:28:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:29:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:30:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:31:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:32:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:33:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:34:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:35:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:36:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:37:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:38:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:39:00+00:00,29.7545,-95.37116999999999,0.0,0.0,,30.0,,
2018-07-09 12:40:00+00:00,29.7545,-95.37133,0.0,0.0,,30.0,,
2018-07-09 12:41:00+00:00,29.754585,-95.37133,0.0,0.0,,30.0,,
2018-07-09 12:42:00+00:00,29.754585,-95.37116999999999,0.0,0.0,,20.0,,
2018-07-09 12:43:00+00:00,29.754499999999997,-95.37127666666667,0.0,0.0,,26.666666666666668,,
2018-07-09 12:44:00+00:00,29.7545,-95.37116999999999,0.0,0.0,,30.0,,
2018-07-09 12:45:00+00:00,29.7545,-95.37125,0.0,0.0,,20.0,,
2018-07-09 12:46:00+00:00,29.754556666666662,-95.37111,0.0,0.0,,26.666666666666668,,
2018-07-09 12:47:00+00:00,29.75444333333333,-95.37127666666667,0.0,0.0,,20.0,,
2018-07-09 12:48:00+00:00,29.7545,-95.37133,0.0,0.0,,30.0,,
2018-07-09 12:49:00+00:00,29.7545,-95.37125,0.0,0.0,,30.0,,
2018-07-09 12:50:00+00:00,29.754499999999997,-95.37133333333333,0.0,0.0,,20.0,,
2018-07-09 12:51:00+00:00,29.7545,-95.37133,0.0,0.0,,47.0,,
2018-07-09 12:52:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:53:00+00:00,29.7545,-95.37133,0.0,0.0,,35.0,,
2018-07-09 12:54:00+00:00,29.7545,-95.37133,0.0,0.0,,39.0,,
2018-07-09 12:55:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:56:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:57:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:58:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 12:59:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:00:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:01:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:02:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:03:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:04:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:05:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:06:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:07:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:08:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:09:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:10:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:11:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:12:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:13:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:14:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:15:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:16:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:17:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:18:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:19:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:20:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:21:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:22:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:23:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:24:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:25:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:26:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:27:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:28:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:29:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:30:00+00:00,29.7545,-95.371415,0.0,0.0,,40.0,,
2018-07-09 13:31:00+00:00,29.7545,-95.37133,0.0,0.0,,42.0,,
2018-07-09 13:32:00+00:00,,,,,,,,
2018-07-09 13:33:00+00:00,,,,,,,,
2018-07-09 13:34:00+00:00,29.754415,-95.37133,0.0,0.0,,89.0,,
2018-07-09 13:35:00+00:00,29.75433,-95.371415,0.0,0.0,,31.0,,
2018-07-09 13:36:00+00:00,29.7545,-95.37133,0.0,0.0,,39.5,,
2018-07-09 13:37:00+00:00,29.7545,-95.37133,0.0,0.0,,39.0,,
2018-07-09 13:38:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:39:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:40:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:41:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:42:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:43:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:44:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:45:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:46:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:47:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:48:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:49:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:50:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:51:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:52:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:53:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:54:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:55:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:56:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:57:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:58:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 13:59:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:00:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:01:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:02:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:03:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:04:00+00:00,29.7545,-95.37133,0.0,0.0,,40.5,,
2018-07-09 14:05:00+00:00,29.7545,-95.37133,0.0,0.0,,39.0,,
2018-07-09 14:06:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:07:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:08:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:09:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:10:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:11:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:12:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:13:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:14:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:15:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:16:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:17:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:18:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:19:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:20:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:21:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:22:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:23:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:24:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:25:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:26:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:27:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:28:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:29:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:30:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:31:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:32:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:33:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:34:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:35:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:36:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:37:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:38:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:39:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:40:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:41:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:42:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:43:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:44:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:45:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:46:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:47:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:48:00+00:00,29.7545,-95.37133,0.0,0.0,,40.5,,
2018-07-09 14:49:00+00:00,29.7545,-95.37133,0.0,0.0,,41.0,,
2018-07-09 14:50:00+00:00,29.7545,-95.37133,0.0,0.0,,39.0,,
2018-07-09 14:51:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:52:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:53:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:54:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:55:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:56:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:57:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:58:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 14:59:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:00:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:01:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:02:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:03:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:04:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:05:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:06:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:07:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:08:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:09:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:10:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:11:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:12:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:13:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:14:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:15:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:16:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:17:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:18:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:19:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:20:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:21:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:22:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:23:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:24:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:25:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:26:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:27:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:28:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:29:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:30:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:31:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:32:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:33:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:34:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:35:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:36:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:37:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:38:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:39:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:40:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:41:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:42:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:43:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:44:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:45:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:46:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:47:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:48:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:49:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:50:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:51:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:52:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:53:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:54:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:55:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:56:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:57:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:58:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 15:59:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 16:00:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 16:01:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 16:02:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 16:03:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 16:04:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 16:05:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 16:06:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 16:07:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
2018-07-09 16:08:00+00:00,29.7545,-95.37133,0.0,0.0,,40.0,,
